58,Londolovit Airport,small airport,-3.043610096,152.6289978,51,Oceania,Papua New Guinea,Londolovit
59,Madang Airport,medium airport,-5.207079887,145.7890015,6,Oceania,Papua New Guinea,Madang
60,Mount Hagen Kagamuga Airport,medium airport,-5.828212,144.299412,1642,Oceania,Papua New Guinea,Mount Hagen
61,Mendi Airport,medium airport,-6.14774,143.656998,1731,Oceania,Papua New Guinea,Mendi
62,Momote Airport,medium airport,-2.06189,147.423996,4,Oceania,Papua New Guinea,Manus Island
63,Moro Airport,small airport,-6.363329887,143.2380066,835,Oceania,Papua New Guinea,Moro
64,Misima Island Airport,small airport,-10.6892004,152.8379974,8,Oceania,Papua New Guinea,Misima Island
65,Nadzab Airport,medium airport,-6.569803,146.725977,73,Oceania,Papua New Guinea,Lae
66,Port Moresby Jacksons International Airport,large airport,-9.443380356,147.2200012,45,Oceania,Papua New Guinea,Port Moresby
67,Tari Airport,small airport,-5.84499979,142.947998,1676,Oceania,Papua New Guinea,Tari
68,Tabubil Airport,small airport,-5.27861,141.225998,479,Oceania,Papua New Guinea,Tabubil
69,Tapini Airport,small airport,-8.356666667,146.9891667,945,Oceania,Papua New Guinea,Tapini
70,Tokua Airport,medium airport,-4.34046,152.380005,15,Oceania,Papua New Guinea,Kokopo
71,Vanimo Airport,medium airport,-2.6926,141.3028,3,Oceania,Papua New Guinea,Vanimo
72,Wapenamanda Airport,medium airport,-5.635293,143.892231,1795,Oceania,Papua New Guinea,Wapenamanda
73,Wewak International Airport,medium airport,-3.583830118,143.6690063,6,Oceania,Papua New Guinea,Wewak
74,Woitape Airport,small airport,-8.545833333,147.2525,1585,Oceania,Papua New Guinea,Fatima Mission
75,Yasuru Airport,small airport,-6.6015,146.1813,463,Oceania,Papua New Guinea,Yasuru
76,Aasiaat Airport,medium airport,68.721802,-52.784698,23,North America,Greenland,Aasiaat
77,Aappilattoq Heliport,heliport,72.88703,-55.596287,13,North America,Greenland,Aappilattoq
78,Tasiilaq Heliport,heliport,65.612296,-37.618335,7,North America,Greenland,Tasiilaq
79,Alluitsup Paa Heliport,heliport,60.46445,-45.56917,16,North America,Greenland,Alluitsup Paa
80,Ammassivik Heliport,heliport,60.597376,-45.382445,22,North America,Greenland,Ammassivik
81,Attu Heliport,heliport,67.940663,-53.62187,10,North America,Greenland,Attu
82,Narsarsuaq Airport,medium airport,61.1605,-45.425999,34,North America,Greenland,Narsarsuaq
83,Qasigiannguit Heliport,heliport,68.822816,-51.173447,21,North America,Greenland,Qasigiannguit
84,Neerlerit Inaat Airport,small airport,70.743103,-22.650499,14,North America,Greenland,Neerlerit Inaat
85,Eqalugaarsuit Heliport,heliport,60.61972,-45.914062,3,North America,Greenland,Eqalugaarsuit
86,Narsarmijit Heliport,heliport,60.004694,-44.656935,13,North America,Greenland,Narsarmijit
87,Nuuk Airport,medium airport,64.193022,-51.676512,86,North America,Greenland,Nuuk
88,Qeqertarsuaq Heliport,heliport,69.251182,-53.514876,3,North America,Greenland,Qeqertarsuaq
89,Ikerasak Heliport,heliport,70.498145,-51.303084,20,North America,Greenland,Ikerasak
90,Iginniarfik Heliport,heliport,68.147226,-53.173528,15,North America,Greenland,Iginniarfik
91,Ikerassaarsuk Heliport,heliport,68.140881,-53.441459,50,North America,Greenland,Ikerassaarsuk
92,Ilimanaq Heliport,heliport,69.080915,-51.114315,16,North America,Greenland,Ilimanaq
93,Innarsuit Heliport,heliport,73.199895,-56.010817,29,North America,Greenland,Innarsuit
94,Isortoq Heliport,heliport,65.547792,-38.976552,28,North America,Greenland,Isortoq
95,Ikamiut Heliport,heliport,68.634253,-51.832262,15,North America,Greenland,Ikamiut
96,Qaqortoq Heliport,heliport,60.715684,-46.029919,16,North America,Greenland,Qaqortoq
97,Ilulissat Airport,small airport,69.243202,-51.057098,29,North America,Greenland,Ilulissat
98,Kangaatsiaq Heliport,heliport,68.312657,-53.460208,5,North America,Greenland,Kangaatsiaq
99,Kulusuk Airport,medium airport,65.573601,-37.1236,36,North America,Greenland,Kulusuk
100,Upernavik Kujalleq Heliport,heliport,72.152743,-55.530986,28,North America,Greenland,Upernavik Kujalleq
101,Kuummiut Heliport,heliport,65.863935,-36.997919,27,North America,Greenland,Kuummiut
102,Kullorsuaq Heliport,heliport,74.57805,-57.226828,45,North America,Greenland,Kullorsuaq
103,Kangersuatsiaq Heliport,heliport,72.381092,-55.536586,34,North America,Greenland,Kangersuatsiaq
104,Kitsissuarsuit Heliport,heliport,68.857926,-53.123295,5,North America,Greenland,Kitsissuarsuit
105,Moriusaq Heliport,heliport,76.753492,-69.845055,13,North America,Greenland,Moriusaq
106,Maniitsoq Airport,small airport,65.412498,-52.9394,28,North America,Greenland,Maniitsoq
107,Niaqornaarsuk Heliport,heliport,68.236381,-52.852148,46,North America,Greenland,Niaqornaarsuk
108,Nuugaatsiaq Heliport,heliport,71.538769,-53.205038,17,North America,Greenland,Nuugaatsiaq
109,Narsaq Heliport,heliport,60.917283,-46.059923,25,North America,Greenland,Narsaq
110,Niaqornat Heliport,heliport,70.789385,-53.662945,3,North America,Greenland,Niaqornat
111,Nuussuaq Heliport,heliport,74.109853,-57.065037,56,North America,Greenland,Nuussuaq
112,Paamiut Airport,small airport,62.014736,-49.670937,37,North America,Greenland,Paamiut
113,Qeqertaq Heliport,heliport,69.995861,-51.300917,21,North America,Greenland,Qeqertaq
114,Qaanaaq Airport,small airport,77.488602,-69.388702,16,North America,Greenland,Qaanaaq
115,Ittoqqortoormiit Heliport,heliport,70.488229,-21.97168,73,North America,Greenland,Ittoqqortoormiit
116,Kangerlussuaq Airport,medium airport,67.010446,-50.715294,50,North America,Greenland,Kangerlussuaq
117,Sermiligaaq Heliport,heliport,65.90592,-36.378254,10,North America,Greenland,Sermiligaaq
118,Siorapaluk Heliport,heliport,77.786517,-70.638657,31,North America,Greenland,Siorapaluk
119,Saqqaq Heliport,heliport,70.011448,-51.932142,12,North America,Greenland,Saqqaq
120,Sisimiut Airport,medium airport,66.951302,-53.729301,10,North America,Greenland,Sisimiut
121,Saattut Heliport,heliport,70.811172,-51.63129,40,North America,Greenland,Saattut
122,Savissivik Heliport,heliport,76.018613,-65.117683,7,North America,Greenland,Savissivik
123,Thule Air Base,medium airport,76.531197,-68.703201,77,North America,Greenland,Pituffik
124,Tiniteqilaaq Heliport,heliport,65.892027,-37.783409,5,North America,Greenland,Tiniteqilaaq
125,Tasiusaq Heliport,heliport,60.194305,-44.813447,6,North America,Greenland,Tasiusak
126,Upernavik Airport,small airport,72.790199,-56.1306,126,North America,Greenland,Upernavik
127,Uummannaq Heliport,heliport,70.680428,-52.11163,15,North America,Greenland,Uummannaq
128,Qaarsut Airport,small airport,70.7342,-52.696201,88,North America,Greenland,Uummannaq
129,Ukkusissat Heliport,heliport,71.049438,-51.890016,68,North America,Greenland,Ukkusissat
130,Akureyri Airport,medium airport,65.66000366,-18.0727005,2,Europe,Iceland,Akureyri
131,Reykjavik Airport,medium airport,64.12999725,-21.94059944,15,Europe,Iceland,Reykjavik
132,Bamburi Airport,small airport,-3.983363,39.730982,16,Africa,Kenya,Bamburi
133,Rurrenabaque Airport,small airport,-14.4279,-67.496803,206,South and Central America,Bolivia (Plurinational State of),Rurrenabaque
134,Bosset Airport,small airport,-7.237257,141.1063222,24,Oceania,Papua New Guinea,Bosset
135,Pedro Vieira Moreira Airport,small airport,-6.8827,-38.61583,335,South and Central America,Brazil,Cajazeiras
136,Cooperativa Lar Heliport,heliport,-25.27427,-54.067369,488,South and Central America,Brazil,Medianeira
137,Hector Silva Airstrip,small airport,17.269603,-88.776496,46,North America,Belize,Belmopan
138,Big Creek Airport,medium airport,16.519369,-88.407913,7,North America,Belize,Big Creek
139,Caye Caulker Airport,medium airport,17.735015,-88.032862,1,North America,Belize,Caye Caulker
140,Caye Chapel Airport,medium airport,17.683792,-88.044985,1,North America,Belize,Caye Chapel
141,Corozal Municipal Airport,medium airport,18.3822,-88.411903,12,North America,Belize,Corozal
142,Dangriga Airport,medium airport,16.98251,-88.230988,155,North America,Belize,Dangriga
143,Placencia Airport,medium airport,16.536957,-88.361511,1,North America,Belize,Placencia
144,Punta Gorda Airport,medium airport,16.1024,-88.808296,2,North America,Belize,Punta Gorda
145,Sartaneja Airport,medium airport,18.3561,-88.130798,1,North America,Belize,Sartaneja
146,John Greif II Airport,medium airport,17.9139,-87.9711,1,North America,Belize,San Pedro
147,Sir Barry Bowen Municipal Airport,medium airport,17.517239,-88.195775,2,North America,Belize,Belize City
148,Bamfield Airstrip,medium airport,48.8206,-125.1193,71,North America,Canada,Bamfield
149,Bedwell Harbour Seaplane Base,seaplane base,48.75,-123.2330017,0,North America,Canada,Bedwell Harbour
150,Trail Airport,small airport,49.055599,-117.609001,435,North America,Canada,Trail
151,Whistler/Green Lake Water Aerodrome,seaplane base,50.14360046,-122.9489975,640,North America,Canada,Whistler
152,Anahim Lake Airport,medium airport,52.451501,-125.303776,1108,North America,Canada,Anahim Lake
153,Vancouver International Seaplane Base,seaplane base,49.177047,-123.168154,0,North America,Canada,Vancouver
154,Ganges Seaplane Base,seaplane base,48.8545,-123.4969,0,North America,Canada,Salt Spring Island
155,Cache Creek-Ashcroft Regional Airport,medium airport,50.775258,-121.321314,620,North America,Canada,Cache Creek
156,Bella Bella (Campbell Island) Airport,medium airport,52.185001,-128.156994,43,North America,Canada,Bella Bella
157,Alberni Valley Regional Airport,small airport,49.321899,-124.931,76,North America,Canada,Port Alberni
158,Williams Harbour Airport,small airport,52.567377,-55.784883,21,North America,Canada,Williams Harbour
159,Postville Airport,small airport,54.9105,-59.78507,59,North America,Canada,Postville
160,St. Lewis (Fox Harbour) Airport,small airport,52.372799,-55.673901,23,North America,Canada,St. Lewis
161,Port Hope Simpson Airport,small airport,52.52809906,-56.28609848,106,North America,Canada,Port Hope Simpson
162,Campbell River (E & B Heli) Heliport,heliport,50.041323,-125.268448,2,North America,Canada,Campbell River
163,Comox Seaplane Base,seaplane base,49.670601,-124.932999,0,North America,Canada,Comox
164,Rigolet Airport,small airport,54.17969894,-58.45750046,55,North America,Canada,Rigolet
165,Summer Beaver Airport,small airport,52.70859909,-88.54190063,254,North America,Canada,Summer Beaver
166,Wapekeka Airport,small airport,53.8492012,-89.57939911,217,North America,Canada,Angling Lake
167,Wunnumin Lake Airport,small airport,52.89390182,-89.28919983,250,North America,Canada,Wunnumin Lake
168,North Spirit Lake Airport,small airport,52.49000168,-92.97109985,330,North America,Canada,North Spirit Lake
169,Sonoma Raceway Heliport Pad 1,heliport,38.158228,-122.456344,35,North America,United States of America (the),Sonoma
170,Zhangjiakou Ningyuan Airport,medium airport,40.738602,114.93,715,Asia,China,Zhangjiakou
171,Baoshan Yunrui Airport,medium airport,25.053301,99.168297,1662,Asia,China,Baoshan (Longyang)
172,Lincang Boshang Airport,medium airport,23.7381,100.025002,1899,Asia,China,Lincang
173,Panzhihua Bao'anying Airport,medium airport,26.54,101.79852,494,Asia,China,Panzhihua (Renhe)
174,Foshan Shadi Airport,medium airport,23.0833,113.07,2,Asia,China,Foshan (Nanhai)
175,Bazhong Enyang Airport,small airport,31.73842,106.644872,550,Asia,China,Bazhong (Enyang)
176,Xinyang Minggang Airport,medium airport,32.540819,114.079141,95,Asia,China,Xinyang
177,Huizhou Pingtan Airport,medium airport,23.049999,114.599998,15,Asia,China,Huizhou (Pingtan)
178,Shaoguan Danxia Airport,medium airport,24.9786,113.420998,85,Asia,China,Shaoguan
179,Jinggangshan Airport,medium airport,26.856899,114.737,86,Asia,China,Ji'an
180,Baise Youjiang Airport,medium airport,23.7206,106.959999,149,Asia,China,Baise (Tianyang)
181,Altay Xuedu Airport,medium airport,47.749886,88.085808,750,Asia,China,Altay
182,Fuzhou Zhuqi Heliport,heliport,26.123906,119.113959,61,Asia,China,Fuzhou (Minhou)
183,Tianshui Maijishan Airport,medium airport,34.559399,105.860001,1094,Asia,China,Tianshui (Maiji)
184,Zhangye Ganzhou Airport,small airport,38.801899,100.675003,1609,Asia,China,Zhangye (Ganzhou)
185,Dandong Langtou Airport,medium airport,40.0247,124.286003,9,Asia,China,"Zhenxing, Dandong"
186,Tashikuergan Hongqilafu Airport,medium airport,37.661333,75.288877,3200,Asia,China,Tashikuergan
187,Nantong Xingdong International Airport,medium airport,32.070801,120.975998,5,Asia,China,Nantong
188,Bearskin Lake Airport,small airport,53.96559906,-91.02719879,244,North America,Canada,Bearskin Lake
189,Natuashish Airport,small airport,55.913898,-61.184399,9,North America,Canada,Natuashish
190,Kingfisher Lake Airport,small airport,53.01250076,-89.8553009,264,North America,Canada,Kingfisher Lake
191,Ogoki Post Airport,small airport,51.65859985,-85.90170288,181,North America,Canada,Ogoki Post
192,La Chorrera Airport,small airport,-0.733333,-73.01667,216,South and Central America,Colombia,La Chorrera
193,Poplar Hill Airport,small airport,52.1133,-94.2556,334,North America,Canada,Poplar Hill
194,Chisasibi Airport,small airport,53.80559921,-78.91690063,13,North America,Canada,Chisasibi
195,Arctic Bay Airport,small airport,73.006101,-85.04616,22,North America,Canada,Arctic Bay
196,Cat Lake Airport,medium airport,51.72719955,-91.82440186,410,North America,Canada,Cat Lake
197,Fort Frances Municipal Airport,medium airport,48.655749,-93.44349,343,North America,Canada,Fort Frances
198,Alert Bay Airport,medium airport,50.582199,-126.916,73,North America,Canada,Alert Bay
199,Sault Ste Marie Airport,medium airport,46.485001,-84.509399,192,North America,Canada,Sault Ste Marie
200,Kasabonika Airport,medium airport,53.52470016,-88.64279938,205,North America,Canada,Kasabonika
201,Kangirsuk Airport,medium airport,60.02719879,-69.99919891,123,North America,Canada,Kangirsuk
202,Attawapiskat Airport,medium airport,52.92750168,-82.43190002,9,North America,Canada,Attawapiskat
203,Lac Du Bonnet Airport,medium airport,50.294399,-96.010002,259,North America,Canada,Lac Du Bonnet
204,St. Anthony Airport,medium airport,51.391909,-56.08321,33,North America,Canada,St. Anthony
205,Tofino / Long Beach Airport,medium airport,49.079833,-125.775583,24,North America,Canada,Tofino
206,Kugaaruk Airport,medium airport,68.534401,-89.808098,17,North America,Canada,Kugaaruk
207,Baie-Comeau Airport,medium airport,49.1325,-68.204399,22,North America,Canada,Baie-Comeau
208,Bella Coola Airport,medium airport,52.387501,-126.596001,36,North America,Canada,Bella Coola
209,Uranium City Airport,medium airport,59.56140137,-108.4810028,318,North America,Canada,Uranium City
210,Bonnyville Airport,medium airport,54.304199,-110.744003,560,North America,Canada,Bonnyville
211,CFB Bagotville,medium airport,48.33060074,-70.99639893,159,North America,Canada,Bagotville
212,Baker Lake Airport,medium airport,64.29889679,-96.07779694,18,North America,Canada,Baker Lake
213,Campbell River Airport,medium airport,49.950802,-125.271004,105,North America,Canada,Campbell River
214,Tadoule Lake Airport,medium airport,58.7061,-98.512199,281,North America,Canada,Tadoule Lake
215,Brandon Municipal Airport,medium airport,49.91,-99.951897,409,North America,Canada,Brandon
216,Brochet Airport,medium airport,57.8894,-101.679001,346,North America,Canada,Brochet
217,Berens River Airport,medium airport,52.358898,-97.018303,222,North America,Canada,Berens River
218,Lourdes-de-Blanc-Sablon Airport,medium airport,51.4436,-57.185299,37,North America,Canada,Blanc-Sablon
219,Cartwright Airport,medium airport,53.682501,-57.042303,12,North America,Canada,Cartwright
220,Cambridge Bay Airport,medium airport,69.10810089,-105.1380005,27,North America,Canada,Cambridge Bay
221,Nanaimo Airport,medium airport,49.05497,-123.869863,28,North America,Canada,Nanaimo
222,Castlegar/West Kootenay Regional Airport,medium airport,49.29639816,-117.6320038,495,North America,Canada,Castlegar
223,Miramichi Airport,medium airport,47.007801,-65.449203,33,North America,Canada,Miramichi
224,Charlo Airport,medium airport,47.990799,-66.330299,40,North America,Canada,Charlo
225,Kugluktuk Airport,medium airport,67.816704,-115.143997,23,North America,Canada,Kugluktuk
226,Chesterfield Inlet Airport,medium airport,63.34690094,-90.73110199,10,North America,Canada,Chesterfield Inlet
227,Clyde River Airport,medium airport,70.48609924,-68.51670074,27,North America,Canada,Clyde River
228,Dawson City Airport,medium airport,64.04309845,-139.128006,370,North America,Canada,Dawson City
229,Deer Lake Airport,medium airport,49.21080017,-57.39139938,22,North America,Canada,Deer Lake
230,Dauphin Barker Airport,medium airport,51.10079956,-100.052002,304,North America,Canada,Dauphin
231,Nain Airport,medium airport,56.550778,-61.682224,7,North America,Canada,Nain
232,Dawson Creek Airport,medium airport,55.74229813,-120.1829987,655,North America,Canada,Dawson Creek
233,Edmonton International Airport,large airport,53.3097,-113.580002,723,North America,Canada,Edmonton
234,Arviat Airport,medium airport,61.09420013,-94.07080078,10,North America,Canada,Arviat
235,Fort Severn Airport,medium airport,56.01890182,-87.67610168,15,North America,Canada,Fort Severn
236,Inuvik Mike Zubko Airport,medium airport,68.30419922,-133.4830017,68,North America,Canada,Inuvik
237,Fort Albany Airport,medium airport,52.20140076,-81.69689941,15,North America,Canada,Fort Albany
238,Iqaluit Airport,medium airport,63.756402,-68.555801,34,North America,Canada,Iqaluit
239,Fredericton Airport,medium airport,45.8689003,-66.53720093,21,North America,Canada,Fredericton
240,Fort Hope Airport,medium airport,51.56190109,-87.90779877,274,North America,Canada,Fort Hope
241,Mont-Tremblant International Airport,medium airport,46.409401,-74.779999,252,North America,Canada,La Macaza
242,Flin Flon Airport,medium airport,54.67810059,-101.6819992,304,North America,Canada,Flin Flon
243,Fort Simpson Airport,medium airport,61.7602005,-121.2369995,169,North America,Canada,Fort Simpson
244,Makkovik Airport,medium airport,55.077335,-59.187942,71,North America,Canada,Makkovik
245,Texada Gillies Bay Airport,medium airport,49.69419861,-124.5179977,99,North America,Canada,Texada
246,Fort Good Hope Airport,medium airport,66.24079895,-128.651001,82,North America,Canada,Fort Good Hope
247,Kingston Norman Rogers Airport,medium airport,44.22529984,-76.59690094,93,North America,Canada,Kingston
248,Gods Lake Narrows Airport,medium airport,54.55889893,-94.49140167,188,North America,Canada,Gods Lake Narrows
249,Igloolik Airport,medium airport,69.36470032,-81.81610107,53,North America,Canada,Igloolik
250,Kuujjuarapik Airport,medium airport,55.2818985,-77.76529694,10,North America,Canada,Kuujjuarapik
251,Gillam Airport,medium airport,56.35749817,-94.71060181,145,North America,Canada,Gillam
252,Grise Fiord Airport,medium airport,76.42610168,-82.90920258,45,North America,Canada,Grise Fiord
253,Quaqtaq Airport,medium airport,61.04639816,-69.61779785,31,North America,Canada,Quaqtaq
254,Dryden Regional Airport,medium airport,49.831699,-92.744202,413,North America,Canada,Dryden
255,Nemiscau Airport,medium airport,51.69110107,-76.13559723,244,North America,Canada,Nemiscau
256,Ulukhaktok Holman Airport,medium airport,70.76280212,-117.8059998,36,North America,Canada,Ulukhaktok
257,Gjoa Haven Airport,medium airport,68.63559723,-95.84970093,46,North America,Canada,Gjoa Haven
258,John C. Munro Hamilton International Airport,medium airport,43.17359924,-79.93499756,238,North America,Canada,Hamilton
259,Hopedale Airport,medium airport,55.448757,-60.228124,12,North America,Canada,Hopedale
260,Chevery Airport,medium airport,50.46889877,-59.63669968,12,North America,Canada,Chevery
261,Hay River / Merlyn Carter Airport,medium airport,60.83969879,-115.7829971,165,North America,Canada,Hay River
262,Halifax / Stanfield International Airport,large airport,44.88079834,-63.50859833,145,North America,Canada,Halifax
263,Ivujivik Airport,medium airport,62.41730118,-77.9253006,38,North America,Canada,Ivujivik
264,Pond Inlet Airport,medium airport,72.6832962,-77.96669769,55,North America,Canada,Pond Inlet
265,Island Lake Airport,medium airport,53.85720062,-94.6536026,235,North America,Canada,Island Lake
266,Stephenville Airport,medium airport,48.5442009,-58.54999924,26,North America,Canada,Stephenville
267,Kamloops John Moose Fulton Field Regional Airport,medium airport,50.703038,-120.448641,345,North America,Canada,Kamloops
268,Aklavik/Freddie Carmichael Airport,medium airport,68.223297,-135.00599,7,North America,Canada,Aklavik
269,Waterloo Airport,medium airport,43.46080017,-80.37860107,322,North America,Canada,Kitchener
270,Kangiqsujuaq (Wakeham Bay) Airport,medium airport,61.58860016,-71.92939758,153,North America,Canada,Kangiqsujuaq
271,Schefferville Airport,medium airport,54.80530167,-66.80529785,521,North America,Canada,Schefferville
272,Akulivik Airport,medium airport,60.8185997,-78.14859772,23,North America,Canada,Akulivik
273,Waskaganish Airport,medium airport,51.47330093,-78.75830078,24,North America,Canada,Waskaganish
274,Aupaluk Airport,medium airport,59.29669952,-69.59970093,36,North America,Canada,Aupaluk
275,Kimmirut Airport,medium airport,62.848253,-69.877853,53,North America,Canada,Kimmirut
276,Lansdowne House Airport,medium airport,52.1955986,-87.93419647,254,North America,Canada,Lansdowne House
277,Lutselk'e Airport,medium airport,62.418303,-110.681998,182,North America,Canada,Lutselk'e
278,Lloydminster Airport,medium airport,53.30920029,-110.072998,668,North America,Canada,Lloydminster
279,Kangiqsualujjuaq (Georges River) Airport,medium airport,58.711399,-65.992798,66,North America,Canada,Kangiqsualujjuaq
280,Kelowna International Airport,medium airport,49.9561,-119.377998,433,North America,Canada,Kelowna
281,Mary's Harbour Airport,medium airport,52.302837,-55.847626,12,North America,Canada,Mary's Harbour
282,Fort McMurray Airport,medium airport,56.65330124,-111.2220001,369,North America,Canada,Fort McMurray
283,Moosonee Airport,medium airport,51.29109955,-80.60780334,9,North America,Canada,Moosonee
284,Chapais Airport,medium airport,49.77190018,-74.52809906,387,North America,Canada,Chibougamau
285,Umiujaq Airport,medium airport,56.53609848,-76.51830292,76,North America,Canada,Umiujaq
286,Natashquan Airport,medium airport,50.18999863,-61.78919983,12,North America,Canada,Natashquan
287,Wemindji Airport,medium airport,53.01060104,-78.83110046,20,North America,Canada,Wemindji
288,Ottawa / Gatineau Airport,medium airport,45.521702,-75.563599,64,North America,Canada,Gatineau
289,Norway House Airport,medium airport,53.95830154,-97.84420013,224,North America,Canada,Norway House
290,Points North Landing Airport,medium airport,58.27669907,-104.0820007,489,North America,Canada,Points North Landing
291,Old Crow Airport,medium airport,67.57060242,-139.8390045,251,North America,Canada,Old Crow
292,Oxford House Airport,medium airport,54.93330002,-95.27890015,202,North America,Canada,Oxford House
293,High Level Airport,medium airport,58.62139893,-117.1650009,338,North America,Canada,High Level
294,Rainbow Lake Airport,medium airport,58.49140167,-119.4079971,536,North America,Canada,Rainbow Lake
295,Ottawa Macdonald-Cartier International Airport,large airport,45.322498,-75.669197,114,North America,Canada,Ottawa
